Song,Artist,Label,Genre,BPM,BP Key,Release Date,Price,URL
One Last Dance with the Cops Original mix ,TORRE [EYD],Blacklapse Records,Hard Techno,157 BPM,Db Minor,2023-09-13,€1.59,https://www.beatport.com/track/one-last-dance-with-the-cops/18142502
Hard Night Original mix ,Johnny Piras,Blacklapse Records,Hard Techno,155 BPM,C Major,2023-09-13,€1.59,https://www.beatport.com/track/hard-night/18142496
Smile Later Original mix ,REPHATE,Blacklapse Records,Hard Techno,160 BPM,G Minor,2023-09-13,€1.59,https://www.beatport.com/track/smile-later/18142499
Luig Original mix ,WarinD,Blacklapse Records,Hard Techno,147 BPM,Ab Minor,2023-09-13,€1.59,https://www.beatport.com/track/luig/18142504
Bambora Original mix ,Velutz,Blacklapse Records,Hard Techno,83 BPM,C Minor,2023-09-13,€1.59,https://www.beatport.com/track/bambora/18142503
Worried Motion Original mix ,Dstm,Blacklapse Records,Hard Techno,152 BPM,Gb Minor,2023-09-13,€1.59,https://www.beatport.com/track/worried-motion/18142495
Devil´s Dance Original mix ,Ornella (PT),Blacklapse Records,Hard Techno,155 BPM,E Major,2023-09-13,€1.59,https://www.beatport.com/track/devil-s-dance/18142498
Taliya Original mix ,ACOR,Blacklapse Records,Hard Techno,150 BPM,Eb Minor,2023-09-13,€1.59,https://www.beatport.com/track/taliya/18142493
Clandestina Original Mix ,BadMonday,TuneCore,Hard Techno,78 BPM,G Major,2023-09-13,€1.59,https://www.beatport.com/track/clandestina/18162222
transmutation in the night Original Mix ,Triodo,Triodo Music,Hard Techno,150 BPM,Ab Minor,2023-09-12,€1.59,https://www.beatport.com/track/transmutation-in-the-night/18007800
Nobles Supditos Original Mix ,JulianBØ,Rawsery,Hard Techno,150 BPM,B Minor,2023-09-12,€1.59,https://www.beatport.com/track/nobles-supditos/18013046
Perpetual Original Mix ,JulianBØ,Rawsery,Hard Techno,150 BPM,E Minor,2023-09-12,€1.59,https://www.beatport.com/track/perpetual/18013053
Fictitious Fabrication Original Mix ,JulianBØ,Rawsery,Hard Techno,152 BPM,Bb Major,2023-09-12,€1.59,https://www.beatport.com/track/fictitious-fabrication/18013042
Nobles Supditos R66 Remix ,JulianBØ,Rawsery,Hard Techno,150 BPM,Gb Minor,2023-09-12,€1.59,https://www.beatport.com/track/nobles-supditos/18013049
Fictitious Fabrication Modular Phaze Remix ,JulianBØ,Rawsery,Hard Techno,152 BPM,A Minor,2023-09-12,€1.59,https://www.beatport.com/track/fictitious-fabrication/18013051
Sinister Synthesis Original Mix ,Darkexx,Analog Assault Recordings,Hard Techno,144 BPM,D Minor,2023-09-12,€1.59,https://www.beatport.com/track/sinister-synthesis/18013050
Industrial Resurgence Original Mix ,Darkexx,Analog Assault Recordings,Hard Techno,95 BPM,B Major,2023-09-12,€1.59,https://www.beatport.com/track/industrial-resurgence/18013052
刀 (Katana : Resleeved) Original Mix ,Akudama,Akudama Live,Hard Techno,169 BPM,E Major,2023-09-12,€1.59,https://www.beatport.com/track/katana-resleeved/18031933
Perceptual Penitentiary Original Mix ,"Aezon, Ex-Inferis",But Did You Dance,Hard Techno,123 BPM,G Major,2023-09-12,€1.59,https://www.beatport.com/track/perceptual-penitentiary/18064063
Electric Tones Selector Original Mix ,"Axbla, Cabeatslo",MINNUS,Hard Techno,145 BPM,F Minor,2023-09-12,€1.59,https://www.beatport.com/track/electric-tones-selector/18102799
Kill Them All Original Mix ,Withecker,Audiocode,Hard Techno,163 BPM,Eb Minor,2023-09-11,€1.59,https://www.beatport.com/track/kill-them-all/17936793
Singularita Original Mix ,Withecker,Audiocode,Hard Techno,163 BPM,Eb Minor,2023-09-11,€1.59,https://www.beatport.com/track/singularita/17936796
Infected Rain Original Mix ,Withecker,Audiocode,Hard Techno,163 BPM,Ab Major,2023-09-11,€1.59,https://www.beatport.com/track/infected-rain/17936791
Face The Facts Original Mix ,Withecker,Audiocode,Hard Techno,163 BPM,G Minor,2023-09-11,€1.59,https://www.beatport.com/track/face-the-facts/17936788
Rock The Body Original Mix ,Withecker,Audiocode,Hard Techno,163 BPM,A Minor,2023-09-11,€1.59,https://www.beatport.com/track/rock-the-body/17936795
Go! Original Mix ,DS3,LETS TECHNO records,Hard Techno,150 BPM,A Minor,2023-09-11,€1.59,https://www.beatport.com/track/go/17941562
Go!! Lively Racket Remix ,DS3,LETS TECHNO records,Hard Techno,150 BPM,A Minor,2023-09-11,€1.59,https://www.beatport.com/track/go/17941566
Reality Isn't Real Dressgo Remix ,DS3,LETS TECHNO records,Hard Techno,155 BPM,D Minor,2023-09-11,€1.59,https://www.beatport.com/track/reality-isnt-real/17941572
Reality Isn't Real Original Mix ,DS3,LETS TECHNO records,Hard Techno,150 BPM,A Minor,2023-09-11,€1.59,https://www.beatport.com/track/reality-isnt-real/17941569
Du bist die Dunkelheit (feat. Dunkelkammer) Original Mix ,Hardtrax,Dark Force Recordings,Hard Techno,150 BPM,G Minor,2023-09-11,€1.59,https://www.beatport.com/track/du-bist-die-dunkelheit-feat-dunkelkammer/18016923
Der Puppenspieler (feat. Dunkelkammer) Original Mix ,Hardtrax,Dark Force Recordings,Hard Techno,113 BPM,Bb Minor,2023-09-11,€1.59,https://www.beatport.com/track/der-puppenspieler-feat-dunkelkammer/18016929
Es ist doch nicht alles wie immer (feat. Dunkelkammer) Original Mix ,Hardtrax,Dark Force Recordings,Hard Techno,150 BPM,Db Minor,2023-09-11,€1.59,https://www.beatport.com/track/es-ist-doch-nicht-alles-wie-immer-feat-dunkelkammer/18016934
Scheißegal (feat. Dunkelkammer) Original Mix ,Hardtrax,Dark Force Recordings,Hard Techno,150 BPM,F Minor,2023-09-11,€1.59,https://www.beatport.com/track/scheiegal-feat-dunkelkammer/18016920
Du bist so kalt (feat. Dunkelkammer) Original Mix ,Hardtrax,Dark Force Recordings,Hard Techno,148 BPM,B Minor,2023-09-11,€1.59,https://www.beatport.com/track/du-bist-so-kalt-feat-dunkelkammer/18016926
Die Schuld (feat. Dunkelkammer) Raus aus den Schulden Mix ,Hardtrax,Dark Force Recordings,Hard Techno,152 BPM,B Major,2023-09-11,€1.59,https://www.beatport.com/track/die-schuld-feat-dunkelkammer/18016936
Gefangen (feat. Dunkelkammer) Epic Mix ,Hardtrax,Dark Force Recordings,Hard Techno,100 BPM,F Major,2023-09-11,€1.59,https://www.beatport.com/track/gefangen-feat-dunkelkammer/18016941
Who The Fuck Is Pietro Lombardi? (feat. Dunkelkammer) 2023 Album Mix ,Hardtrax,Dark Force Recordings,Hard Techno,76 BPM,G Minor,2023-09-11,€1.59,https://www.beatport.com/track/who-the-fuck-is-pietro-lombardi-feat-dunkelkammer/18016943
Jetzt und für immer (feat. Dunkelkammer) Original Mix ,Hardtrax,Dark Force Recordings,Hard Techno,104 BPM,C Minor,2023-09-11,€1.59,https://www.beatport.com/track/jetzt-und-fur-immer-feat-dunkelkammer/18016916
Abstoßend (feat. Dunkelkammer) Original Mix ,Hardtrax,Dark Force Recordings,Hard Techno,150 BPM,F Major,2023-09-11,€1.59,https://www.beatport.com/track/abstoend-feat-dunkelkammer/18016918
Es ist doch nicht alles wie immer (feat. Dunkelkammer) Neue Zeiten Mix ,Hardtrax,Dark Force Recordings,Hard Techno,101 BPM,A Minor,2023-09-11,€1.59,https://www.beatport.com/track/es-ist-doch-nicht-alles-wie-immer-feat-dunkelkammer/18016925
Gefangen (feat. Dunkelkammer) Original Mix ,Hardtrax,Dark Force Recordings,Hard Techno,152 BPM,Gb Minor,2023-09-11,€1.59,https://www.beatport.com/track/gefangen-feat-dunkelkammer/18016927
Diese Worte (feat. Dunkelkammer) Original Mix ,Hardtrax,Dark Force Recordings,Hard Techno,150 BPM,C Minor,2023-09-11,€1.59,https://www.beatport.com/track/diese-worte-feat-dunkelkammer/18016928
Rhythmusgerät (feat. Dunkelkammer) Original Mix ,Hardtrax,Dark Force Recordings,Hard Techno,82 BPM,F Minor,2023-09-11,€1.59,https://www.beatport.com/track/rhythmusgerat-feat-dunkelkammer/18016932
Gefühle (feat. Dunkelkammer) Original Mix ,Hardtrax,Dark Force Recordings,Hard Techno,151 BPM,Ab Minor,2023-09-11,€1.59,https://www.beatport.com/track/gefuhle-feat-dunkelkammer/18016938
Wer zuletzt lacht (feat. Dunkelkammer) Original Mix ,Hardtrax,Dark Force Recordings,Hard Techno,149 BPM,G Minor,2023-09-11,€1.59,https://www.beatport.com/track/wer-zuletzt-lacht-feat-dunkelkammer/18016946
War Lost Original Mix ,Gregor Size,Hot Peppers Raw,Hard Techno,91 BPM,G Minor,2023-09-11,€1.59,https://www.beatport.com/track/war-lost/18033202
Cathedrale Original Mix ,Gregor Size,Hot Peppers Raw,Hard Techno,140 BPM,G Major,2023-09-11,€1.59,https://www.beatport.com/track/cathedrale/18033204
Pain and Pleasure Original Mix ,"French II, Bastian Benjamin",Nerve Collect,Hard Techno,84 BPM,Db Minor,2023-09-11,€1.59,https://www.beatport.com/track/pain-and-pleasure/18039184
Hardchive 2 Original Mix ,Noaria,Elektrax Recordings,Hard Techno,155 BPM,B Minor,2023-09-11,€1.59,https://www.beatport.com/track/hardchive-2/18051302
Hardchive 1 Original Mix ,Noaria,Elektrax Recordings,Hard Techno,75 BPM,G Minor,2023-09-11,€1.59,https://www.beatport.com/track/hardchive-1/18051300
Cockroach Original Mix ,Freak Unique,Dreizehn Schallplatten,Hard Techno,150 BPM,D Minor,2023-09-11,€1.59,https://www.beatport.com/track/cockroach/18068284
Work Slave Dane Rave Original Mix ,Freak Unique,Dreizehn Schallplatten,Hard Techno,150 BPM,C Major,2023-09-11,€1.59,https://www.beatport.com/track/work-slave-dane-rave/18068285
BangBang Original Mix ,Kaaw,Alienator Records,Hard Techno,155 BPM,E Minor,2023-09-11,€1.59,https://www.beatport.com/track/bangbang/18069945
Backrooms Original Mix ,Kaaw,Alienator Records,Hard Techno,155 BPM,F Minor,2023-09-11,€1.59,https://www.beatport.com/track/backrooms/18069943
Chavo del 8 Original Mix ,2CROW,Wicked Waves Recordings,Hard Techno,151 BPM,E Minor,2023-09-11,€1.59,https://www.beatport.com/track/chavo-del-8/18079045
Chavo Del 8 Acidaze Remix ,2CROW,Wicked Waves Recordings,Hard Techno,150 BPM,A Minor,2023-09-11,€1.59,https://www.beatport.com/track/chavo-del-8/18079060
Chavo Del 8 Pitch! Remix ,2CROW,Wicked Waves Recordings,Hard Techno,150 BPM,E Major,2023-09-11,€1.59,https://www.beatport.com/track/chavo-del-8/18079048
Chavo Del 8 51CK Remix ,2CROW,Wicked Waves Recordings,Hard Techno,146 BPM,Db Minor,2023-09-11,€1.59,https://www.beatport.com/track/chavo-del-8/18079058
Chavo Del 8 Luix Spectrum Remix ,2CROW,Wicked Waves Recordings,Hard Techno,145 BPM,C Minor,2023-09-11,€1.59,https://www.beatport.com/track/chavo-del-8/18079055
Unknown - 20mm Entgleisungen Original Mix ,Alessandro Efisio Atzeni,Biverse Records,Hard Techno,155 BPM,Gb Minor,2023-09-11,€1.59,https://www.beatport.com/track/unknown-20mm-entgleisungen/18082651
Unknown - TheThings You Say Original Mix ,Alessandro Efisio Atzeni,Biverse Records,Hard Techno,151 BPM,A Minor,2023-09-11,€1.59,https://www.beatport.com/track/unknown-thethings-you-say/18082662
Unknown - Hey Hey Original Mix ,Alessandro Efisio Atzeni,Biverse Records,Hard Techno,113 BPM,Eb Minor,2023-09-11,€1.59,https://www.beatport.com/track/unknown-hey-hey/18082656
Unknown - Masochist Original Mix ,Alessandro Efisio Atzeni,Biverse Records,Hard Techno,78 BPM,Ab Minor,2023-09-11,€1.59,https://www.beatport.com/track/unknown-masochist/18082657
Unknown - Nite Time Original Mix ,Alessandro Efisio Atzeni,Biverse Records,Hard Techno,154 BPM,Ab Minor,2023-09-11,€1.59,https://www.beatport.com/track/unknown-nite-time/18082658
Unknown - TheTerminal Original Mix ,Alessandro Efisio Atzeni,Biverse Records,Hard Techno,85 BPM,E Minor,2023-09-11,€1.59,https://www.beatport.com/track/unknown-theterminal/18082661
Unknown - Warrior's Dance Original Mix ,Alessandro Efisio Atzeni,Biverse Records,Hard Techno,135 BPM,Ab Minor,2023-09-11,€1.59,https://www.beatport.com/track/unknown-warriors-dance/18082663
Unknown - Blood Sugar Original Mix ,Alessandro Efisio Atzeni,Biverse Records,Hard Techno,155 BPM,G Minor,2023-09-11,€1.59,https://www.beatport.com/track/unknown-blood-sugar/18082654
Unknown - Hardcore Vibes Original Mix ,Alessandro Efisio Atzeni,Biverse Records,Hard Techno,153 BPM,D Minor,2023-09-11,€1.59,https://www.beatport.com/track/unknown-hardcore-vibes/18082655
Unknown - Shiny Disco Balls Original Mix ,Alessandro Efisio Atzeni,Biverse Records,Hard Techno,155 BPM,G Minor,2023-09-11,€1.59,https://www.beatport.com/track/unknown-shiny-disco-balls/18082659
Unknown - Short Dick Man Original Mix ,Alessandro Efisio Atzeni,Biverse Records,Hard Techno,155 BPM,D Minor,2023-09-11,€1.59,https://www.beatport.com/track/unknown-short-dick-man/18082660
Roncore - Nana Dance Original Mix ,Roncore,Rebels,Hard Techno,75 BPM,G Minor,2023-09-11,€1.59,https://www.beatport.com/track/roncore-nana-dance/18084815
Roncore - Giulia Tofana Original Mix ,Roncore,Rebels,Hard Techno,150 BPM,F Minor,2023-09-11,€1.59,https://www.beatport.com/track/roncore-giulia-tofana/18084816
Roncore - Siempre en Una Original Mix ,Roncore,Rebels,Hard Techno,75 BPM,D Minor,2023-09-11,€1.59,https://www.beatport.com/track/roncore-siempre-en-una/18084817
Crets Original mix ,Cogollo,SMR Underground,Hard Techno,140 BPM,D Major,2023-09-11,€1.59,https://www.beatport.com/track/crets/18095128
Renete Original mix ,Cogollo,SMR Underground,Hard Techno,140 BPM,C Minor,2023-09-11,€1.59,https://www.beatport.com/track/renete/18095127
Axon Original Mix ,Censored Corp.,Braintrance Records,Hard Techno,157 BPM,Db Major,2023-09-11,€1.59,https://www.beatport.com/track/axon/18128078
Chosen Family Original Mix ,"Ninu Brt, Lost Look",Braintrance Records,Hard Techno,156 BPM,D Major,2023-09-11,€1.59,https://www.beatport.com/track/chosen-family/18128080
Neptun Original Mix ,Ninu Brt,Braintrance Records,Hard Techno,140 BPM,A Minor,2023-09-11,€1.59,https://www.beatport.com/track/neptun/18128076
Acid Baril Original Mix ,Ninu Brt,Braintrance Records,Hard Techno,147 BPM,G Major,2023-09-11,€1.59,https://www.beatport.com/track/acid-baril/18128081
Next Dimension Original Mix ,"Proxy, Ninu Brt",Braintrance Records,Hard Techno,138 BPM,E Major,2023-09-11,€1.59,https://www.beatport.com/track/next-dimension/18128077
Magic Flute Original Mix ,Ninu Braintrance,Braintrance Records,Hard Techno,155 BPM,Ab Minor,2023-09-11,€1.59,https://www.beatport.com/track/magic-flute/18128079
Sacrilege Original Mix ,Triodo,Triodo Music,Hard Techno,99 BPM,G Minor,2023-09-10,€1.59,https://www.beatport.com/track/sacrilege/18029657
Carnage Originak Mix ,Frank van Wissing,AxAmA,Hard Techno,145 BPM,E Minor,2023-09-09,€1.59,https://www.beatport.com/track/carnage/18020452
Meth Lab Original Mix ,Raw Vandalz,AxAmA,Hard Techno,138 BPM,D Major,2023-09-09,€1.59,https://www.beatport.com/track/meth-lab/18020456
Acid Strength 303 Original Mix ,Acid Bangers,TuneCore,Hard Techno,140 BPM,Gb Major,2023-09-09,€1.59,https://www.beatport.com/track/acid-strength-303/18030745
Bruce - Back to Me Original Mix ,Bruce,Biverse Records,Hard Techno,155 BPM,D Minor,2023-09-09,€1.59,https://www.beatport.com/track/bruce-back-to-me/18071368
Bruce - All Right Original Mix ,Bruce,Biverse Records,Hard Techno,155 BPM,D Minor,2023-09-09,€1.59,https://www.beatport.com/track/bruce-all-right/18071380
Bruce - Lucky Me Original Mix ,Bruce,Biverse Records,Hard Techno,153 BPM,Eb Major,2023-09-09,€1.59,https://www.beatport.com/track/bruce-lucky-me/18071372
Bruce - Undefined Original Mix ,Bruce,Biverse Records,Hard Techno,151 BPM,G Minor,2023-09-09,€1.59,https://www.beatport.com/track/bruce-undefined/18071384
Bruce - Xuju Ju Original Mix ,Bruce,Biverse Records,Hard Techno,99 BPM,D Major,2023-09-09,€1.59,https://www.beatport.com/track/bruce-xuju-ju/18071386
Bruce - Find Yourself Original Mix ,Bruce,Biverse Records,Hard Techno,156 BPM,Eb Minor,2023-09-09,€1.59,https://www.beatport.com/track/bruce-find-yourself/18071370
Bruce - Bad Boy Original Mix ,Bruce,Biverse Records,Hard Techno,155 BPM,Db Minor,2023-09-09,€1.59,https://www.beatport.com/track/bruce-bad-boy/18071369
Bruce - Left and Right Original Mix ,Bruce,Biverse Records,Hard Techno,77 BPM,F Minor,2023-09-09,€1.59,https://www.beatport.com/track/bruce-left-and-right/18071371
Bruce - Mind on Space Original Mix ,Bruce,Biverse Records,Hard Techno,153 BPM,C Major,2023-09-09,€1.59,https://www.beatport.com/track/bruce-mind-on-space/18071377
Bruce - Trips Original Mix ,Bruce,Biverse Records,Hard Techno,155 BPM,G Minor,2023-09-09,€1.59,https://www.beatport.com/track/bruce-trips/18071382
Floor 3 Original Mix ,Matraxia,Teoria Perfekta,Hard Techno,140 BPM,Ab Minor,2023-09-09,€1.59,https://www.beatport.com/track/floor-3/18091691
92022 Original Mix ,Matraxia,Teoria Perfekta,Hard Techno,140 BPM,B Major,2023-09-09,€1.59,https://www.beatport.com/track/92022/18091687
Paranoid Mountain Original Mix ,Matraxia,Teoria Perfekta,Hard Techno,143 BPM,A Minor,2023-09-09,€1.59,https://www.beatport.com/track/paranoid-mountain/18091689
Mydog6 Monolyth Remix ,Phyrgian,Redski_n,Hard Techno,150 BPM,A Major,2023-09-09,€1.59,https://www.beatport.com/track/mydog6/18094440
Mydog6 Original Mix ,Phyrgian,Redski_n,Hard Techno,111 BPM,Db Minor,2023-09-09,€1.59,https://www.beatport.com/track/mydog6/18094436
Hourglass Original Mix ,Phyrgian,Redski_n,Hard Techno,148 BPM,E Minor,2023-09-09,€1.59,https://www.beatport.com/track/hourglass/18094438
Bells Of Belen Original Mix ,Phyrgian,Redski_n,Hard Techno,148 BPM,C Major,2023-09-09,€1.59,https://www.beatport.com/track/bells-of-belen/18094437
Orphan Original Mix ,Dementia Affliction,TuneCore,Hard Techno,155 BPM,E Minor,2023-09-09,€1.59,https://www.beatport.com/track/orphan/18179342
Job Works Original Mix ,War DEN,Drox Trax,Hard Techno,150 BPM,G Major,2023-09-08,€1.59,https://www.beatport.com/track/job-works/17425203
Yamete Kudasai Original Mix ,Wiccuwa,WIREC,Hard Techno,160 BPM,C Major,2023-09-08,€1.59,https://www.beatport.com/track/yamete-kudasai/17827468
Kenny Original Mix ,Wiccuwa,WIREC,Hard Techno,80 BPM,Gb Minor,2023-09-08,€1.59,https://www.beatport.com/track/kenny/17827471
Break The Timeline Original Mix ,MaKaJa Gonzales,Frame Workxx Records,Hard Techno,140 BPM,C Major,2023-09-08,€1.59,https://www.beatport.com/track/break-the-timeline/17941555
The Past Is New Original Mix ,MaKaJa Gonzales,Frame Workxx Records,Hard Techno,140 BPM,D Minor,2023-09-08,€1.59,https://www.beatport.com/track/the-past-is-new/17941557
What Is Your Moment Original Mix ,MaKaJa Gonzales,Frame Workxx Records,Hard Techno,142 BPM,F Minor,2023-09-08,€1.59,https://www.beatport.com/track/what-is-your-moment/17941559
From The Very Beginning Original Mix ,MaKaJa Gonzales,Frame Workxx Records,Hard Techno,142 BPM,F Minor,2023-09-08,€1.59,https://www.beatport.com/track/from-the-very-beginning/17941564
Drive In The Woods Original Mix ,MaKaJa Gonzales,Frame Workxx Records,Hard Techno,144 BPM,A Minor,2023-09-08,€1.59,https://www.beatport.com/track/drive-in-the-woods/17941568
You Looking For Me Original Mix ,MaKaJa Gonzales,Frame Workxx Records,Hard Techno,144 BPM,G Minor,2023-09-08,€1.59,https://www.beatport.com/track/you-looking-for-me/17941561
Morocco Gaston Zani Remix ,Ons,RAWKORE CITY,Hard Techno,150 BPM,G Minor,2023-09-08,€1.59,https://www.beatport.com/track/morocco/17941774
Red Beam of Light Techflex Remix ,Leopold Bär,Shadow State,Hard Techno,138 BPM,C Minor,2023-09-08,€1.59,https://www.beatport.com/track/red-beam-of-light/17948858
